area,station,component,dateTime,value
Oslo,Skøyen,PM10,2022-04-12T00:00:00+01:00,20.0822719907
Oslo,Skøyen,PM10,2022-04-13T00:00:00+01:00,9.8537447917
Oslo,Skøyen,PM10,2022-04-14T00:00:00+01:00,6.1731594907
Oslo,Skøyen,PM10,2022-04-15T00:00:00+01:00,10.2887527778
Oslo,Skøyen,PM10,2022-04-16T00:00:00+01:00,11.1476715278
Oslo,Skøyen,PM10,2022-04-17T00:00:00+01:00,13.4066687661
Oslo,Skøyen,PM10,2022-04-18T00:00:00+01:00,15.5362671296
Oslo,Skøyen,PM10,2022-04-19T00:00:00+01:00,33.1069793982
Oslo,Skøyen,PM10,2022-04-20T00:00:00+01:00,36.5305371528
Oslo,Skøyen,PM10,2022-04-21T00:00:00+01:00,23.1227299769
Oslo,Skøyen,PM10,2022-04-22T00:00:00+01:00,21.5377553241
Oslo,Skøyen,PM10,2022-04-23T00:00:00+01:00,8.7576277778
Oslo,Skøyen,PM10,2022-04-24T00:00:00+01:00,9.9033856308
Oslo,Skøyen,PM10,2022-04-25T00:00:00+01:00,22.0204103009
Oslo,Skøyen,PM10,2022-04-26T00:00:00+01:00,46.2322876157
Oslo,Skøyen,PM10,2022-04-27T00:00:00+01:00,19.3732672454
Oslo,Skøyen,PM10,2022-04-28T00:00:00+01:00,27.5289490741
Oslo,Skøyen,PM10,2022-04-29T00:00:00+01:00,18.7090420139
Oslo,Skøyen,PM10,2022-04-30T00:00:00+01:00,12.1199630787
Oslo,Skøyen,PM10,2022-05-01T00:00:00+01:00,12.1058146569
Oslo,Skøyen,PM10,2022-05-02T00:00:00+01:00,19.7376094907
Oslo,Skøyen,PM10,2022-05-03T00:00:00+01:00,15.4006524306
Oslo,Skøyen,PM10,2022-05-04T00:00:00+01:00,20.2624856481
Oslo,Skøyen,PM10,2022-05-05T00:00:00+01:00,14.5114891204
Oslo,Skøyen,PM10,2022-05-06T00:00:00+01:00,23.0886715278
Oslo,Skøyen,PM10,2022-05-07T00:00:00+01:00,5.1486980324
Oslo,Skøyen,PM10,2022-05-08T00:00:00+01:00,7.2961655093
Oslo,Skøyen,PM10,2022-05-09T00:00:00+01:00,17.8570344907
Oslo,Skøyen,PM10,2022-05-10T00:00:00+01:00,13.6511938657
Oslo,Skøyen,PM10,2022-05-11T00:00:00+01:00,11.0261490741
Oslo,Skøyen,PM10,2022-05-12T00:00:00+01:00,8.4323864583
Oslo,Skøyen,PM10,2022-05-13T00:00:00+01:00,10.0194086805
Oslo,Skøyen,PM10,2022-05-14T00:00:00+01:00,4.9230424769
Oslo,Skøyen,PM10,2022-05-15T00:00:00+01:00,7.0698970204
Oslo,Skøyen,PM10,2022-05-16T00:00:00+01:00,10.0050951389
Oslo,Skøyen,PM10,2022-05-17T00:00:00+01:00,10.1202663195
Oslo,Skøyen,PM10,2022-05-18T00:00:00+01:00,14.0935373843
Oslo,Skøyen,PM10,2022-05-19T00:00:00+01:00,19.3242150463
Oslo,Skøyen,PM10,2022-05-20T00:00:00+01:00,17.6906924768
Oslo,Skøyen,PM10,2022-05-21T00:00:00+01:00,5.3362174768
Oslo,Skøyen,PM10,2022-05-22T00:00:00+01:00,6.4326096366
Oslo,Skøyen,PM10,2022-05-23T00:00:00+01:00,10.8709783565
Oslo,Skøyen,PM10,2022-05-24T00:00:00+01:00,11.7463614583
Oslo,Skøyen,PM10,2022-05-25T00:00:00+01:00,9.3113465278
Oslo,Skøyen,PM10,2022-05-26T00:00:00+01:00,4.2832795139
Oslo,Skøyen,PM10,2022-05-27T00:00:00+01:00,5.3885608796
Oslo,Skøyen,PM10,2022-05-28T00:00:00+01:00,4.4211614583
Oslo,Skøyen,PM10,2022-05-29T00:00:00+01:00,2.7901110475
Oslo,Skøyen,PM10,2022-05-30T00:00:00+01:00,8.369459058
Oslo,Skøyen,PM10,2022-05-31T00:00:00+01:00,8.0201523148
Oslo,Skøyen,PM10,2022-06-01T00:00:00+01:00,8.6140694445
Oslo,Skøyen,PM10,2022-06-02T00:00:00+01:00,8.9131484954
Oslo,Skøyen,PM10,2022-06-03T00:00:00+01:00,8.6334277778
Oslo,Skøyen,PM10,2022-06-04T00:00:00+01:00,8.778921875
Oslo,Skøyen,PM10,2022-06-05T00:00:00+01:00,6.2327721065
Oslo,Skøyen,PM10,2022-06-06T00:00:00+01:00,7.771824537
Oslo,Skøyen,PM10,2022-06-07T00:00:00+01:00,14.8897123843
Oslo,Skøyen,PM10,2022-06-08T00:00:00+01:00,8.3831329861
Oslo,Skøyen,PM10,2022-06-09T00:00:00+01:00,12.3636297454
Oslo,Skøyen,PM10,2022-06-10T00:00:00+01:00,12.4178162037
Oslo,Skøyen,PM10,2022-06-11T00:00:00+01:00,13.5589916667
Oslo,Skøyen,PM10,2022-06-12T00:00:00+01:00,9.5036885605
Oslo,Skøyen,PM10,2022-06-13T00:00:00+01:00,6.2254944445
Oslo,Skøyen,PM10,2022-06-14T00:00:00+01:00,5.6827711806
Oslo,Skøyen,PM10,2022-06-15T00:00:00+01:00,8.6798364583
Oslo,Skøyen,PM10,2022-06-16T00:00:00+01:00,10.3441873843
Oslo,Skøyen,PM10,2022-06-17T00:00:00+01:00,8.9330236111
Oslo,Skøyen,PM10,2022-06-18T00:00:00+01:00,8.295175
Oslo,Skøyen,PM10,2022-06-19T00:00:00+01:00,5.4789494394
Oslo,Skøyen,PM10,2022-06-20T00:00:00+01:00,9.1965377315
Oslo,Skøyen,PM10,2022-06-21T00:00:00+01:00,9.3241833333
Oslo,Skøyen,PM10,2022-06-22T00:00:00+01:00,8.3845684028
Oslo,Skøyen,PM10,2022-06-23T00:00:00+01:00,14.3076865741
Oslo,Skøyen,PM10,2022-06-24T00:00:00+01:00,12.5209283565
Oslo,Skøyen,PM10,2022-06-25T00:00:00+01:00,16.9227145833
Oslo,Skøyen,PM10,2022-06-26T00:00:00+01:00,17.8725687166
Oslo,Skøyen,PM10,2022-06-27T00:00:00+01:00,18.9507372685
Oslo,Skøyen,PM10,2022-06-28T00:00:00+01:00,10.9892523148
Oslo,Skøyen,PM10,2022-06-29T00:00:00+01:00,10.9703130787
Oslo,Skøyen,PM10,2022-06-30T00:00:00+01:00,11.1706388889
Oslo,Skøyen,PM10,2022-07-01T00:00:00+01:00,14.2953854167
Oslo,Skøyen,PM10,2022-07-02T00:00:00+01:00,7.8329429398
Oslo,Skøyen,PM10,2022-07-03T00:00:00+01:00,7.3189448405
Oslo,Skøyen,PM10,2022-07-04T00:00:00+01:00,7.534694213
Oslo,Skøyen,PM10,2022-07-05T00:00:00+01:00,4.5076824074
Oslo,Skøyen,PM10,2022-07-08T00:00:00+01:00,4.069675
Oslo,Skøyen,PM10,2022-07-09T00:00:00+01:00,2.4589083333
Oslo,Skøyen,PM10,2022-07-10T00:00:00+01:00,2.4354041667
Oslo,Skøyen,PM10,2022-07-11T00:00:00+01:00,5.2116291667
Oslo,Skøyen,PM10,2022-07-12T00:00:00+01:00,9.2079416667
Oslo,Skøyen,PM10,2022-07-13T00:00:00+01:00,9.0245041667
Oslo,Skøyen,PM10,2022-07-14T00:00:00+01:00,2.7825333333
Oslo,Skøyen,PM10,2022-07-15T00:00:00+01:00,4.3694186343
Oslo,Skøyen,PM10,2022-07-16T00:00:00+01:00,3.1224666667
Oslo,Skøyen,PM10,2022-07-17T00:00:00+01:00,3.3634226584
Oslo,Skøyen,PM10,2022-07-18T00:00:00+01:00,7.6304429398
Oslo,Skøyen,PM10,2022-07-19T00:00:00+01:00,8.2575857639
Oslo,Skøyen,PM10,2022-07-20T00:00:00+01:00,16.5975959491
Oslo,Skøyen,PM10,2022-07-21T00:00:00+01:00,23.3547918982
Oslo,Skøyen,PM10,2022-07-22T00:00:00+01:00,7.7319972222
Oslo,Skøyen,PM10,2022-07-23T00:00:00+01:00,4.7816270833
Oslo,Skøyen,PM10,2022-07-24T00:00:00+01:00,6.967008898
Oslo,Skøyen,PM10,2022-07-25T00:00:00+01:00,11.3871216435
Oslo,Skøyen,PM10,2022-07-26T00:00:00+01:00,4.7841599537
Oslo,Skøyen,PM10,2022-07-27T00:00:00+01:00,2.5038142361
Oslo,Skøyen,PM10,2022-07-28T00:00:00+01:00,3.6904399306
Oslo,Skøyen,PM10,2022-07-29T00:00:00+01:00,5.6419993056
Oslo,Skøyen,PM10,2022-07-30T00:00:00+01:00,8.2015107639
Oslo,Skøyen,PM10,2022-07-31T00:00:00+01:00,10.0323116724
Oslo,Skøyen,PM10,2022-08-01T00:00:00+01:00,4.9425826389
Oslo,Skøyen,PM10,2022-08-02T00:00:00+01:00,4.7772793982
Oslo,Skøyen,PM10,2022-08-03T00:00:00+01:00,8.7891487268
Oslo,Skøyen,PM10,2022-08-04T00:00:00+01:00,7.661347338
Oslo,Skøyen,PM10,2022-08-05T00:00:00+01:00,4.7360650463
Oslo,Skøyen,PM10,2022-08-06T00:00:00+01:00,2.0994991898
Oslo,Skøyen,PM10,2022-08-07T00:00:00+01:00,3.2595718027
Oslo,Skøyen,PM10,2022-08-08T00:00:00+01:00,6.7084534722
Oslo,Skøyen,PM10,2022-08-09T00:00:00+01:00,8.4655644676
Oslo,Skøyen,PM10,2022-08-10T00:00:00+01:00,12.0977765046
Oslo,Skøyen,PM10,2022-08-11T00:00:00+01:00,14.2193603009
Oslo,Skøyen,PM10,2022-08-12T00:00:00+01:00,13.6111303241
Oslo,Skøyen,PM10,2022-08-13T00:00:00+01:00,11.4434821759
Oslo,Skøyen,PM10,2022-08-14T00:00:00+01:00,17.3047137671
Oslo,Skøyen,PM10,2022-08-15T00:00:00+01:00,25.2351390046
Oslo,Skøyen,PM10,2022-08-16T00:00:00+01:00,16.3794336806
Oslo,Skøyen,PM10,2022-08-17T00:00:00+01:00,15.6267025463
Oslo,Skøyen,PM10,2022-08-18T00:00:00+01:00,8.8844009259
Oslo,Skøyen,PM10,2022-08-19T00:00:00+01:00,8.2476615741
Oslo,Skøyen,PM10,2022-08-20T00:00:00+01:00,7.0999825232
Oslo,Skøyen,PM10,2022-08-21T00:00:00+01:00,6.1424585695
Oslo,Skøyen,PM10,2022-08-22T00:00:00+01:00,6.3638106482
Oslo,Skøyen,PM10,2022-08-23T00:00:00+01:00,8.5579815972
Oslo,Skøyen,PM10,2022-08-24T00:00:00+01:00,13.7682298611
Oslo,Skøyen,PM10,2022-08-25T00:00:00+01:00,13.5352953704
Oslo,Skøyen,PM10,2022-08-26T00:00:00+01:00,11.6394665509
Oslo,Skøyen,PM10,2022-08-27T00:00:00+01:00,9.3423501157
Oslo,Skøyen,PM10,2022-08-28T00:00:00+01:00,5.5219375348
Oslo,Skøyen,PM10,2022-08-29T00:00:00+01:00,6.1163918982
Oslo,Skøyen,PM10,2022-08-30T00:00:00+01:00,5.9835081019
Oslo,Skøyen,PM10,2022-08-31T00:00:00+01:00,9.7386908565
Oslo,Skøyen,PM10,2022-09-01T00:00:00+01:00,10.3492144676
Oslo,Skøyen,PM10,2022-09-02T00:00:00+01:00,7.9973585648
Oslo,Skøyen,PM10,2022-09-03T00:00:00+01:00,4.6582019676
Oslo,Skøyen,PM10,2022-09-04T00:00:00+01:00,4.7968825593
Oslo,Skøyen,PM10,2022-09-05T00:00:00+01:00,8.3646090278
Oslo,Skøyen,PM10,2022-09-06T00:00:00+01:00,10.4986905093
Oslo,Skøyen,PM10,2022-09-07T00:00:00+01:00,11.1996533565
Oslo,Skøyen,PM10,2022-09-08T00:00:00+01:00,8.1517511574
Oslo,Skøyen,PM10,2022-09-09T00:00:00+01:00,6.7339908565
Oslo,Skøyen,PM10,2022-09-10T00:00:00+01:00,9.4670414352
Oslo,Skøyen,PM10,2022-09-11T00:00:00+01:00,8.0257228096
Oslo,Skøyen,PM10,2022-09-12T00:00:00+01:00,9.2857744213
Oslo,Skøyen,PM10,2022-09-13T00:00:00+01:00,7.6754678241
Oslo,Skøyen,PM10,2022-09-14T00:00:00+01:00,8.6858366898
Oslo,Skøyen,PM10,2022-09-15T00:00:00+01:00,6.5958359954
Oslo,Skøyen,PM10,2022-09-16T00:00:00+01:00,4.0791241898
Oslo,Skøyen,PM10,2022-09-17T00:00:00+01:00,3.5869763889
Oslo,Skøyen,PM10,2022-09-18T00:00:00+01:00,1.6783187487
Oslo,Skøyen,PM10,2022-09-19T00:00:00+01:00,4.9617474537
Oslo,Skøyen,PM10,2022-09-20T00:00:00+01:00,6.8951417824
Oslo,Skøyen,PM10,2022-09-22T00:00:00+01:00,9.1421267361
Oslo,Skøyen,PM10,2022-09-23T00:00:00+01:00,10.256625
Oslo,Skøyen,PM10,2022-09-24T00:00:00+01:00,6.3726371528
Oslo,Skøyen,PM10,2022-09-25T00:00:00+01:00,4.3003641057
Oslo,Skøyen,PM10,2022-09-26T00:00:00+01:00,3.7273472222
Oslo,Skøyen,PM10,2022-09-27T00:00:00+01:00,4.5231221065
Oslo,Skøyen,PM10,2022-09-28T00:00:00+01:00,10.2039087963
Oslo,Skøyen,PM10,2022-09-29T00:00:00+01:00,8.1026027778
Oslo,Skøyen,PM10,2022-09-30T00:00:00+01:00,9.0966921296
Oslo,Skøyen,PM10,2022-10-01T00:00:00+01:00,10.8718216435
Oslo,Skøyen,PM10,2022-10-02T00:00:00+01:00,7.8299702526
Oslo,Skøyen,PM10,2022-10-03T00:00:00+01:00,12.9692488426
Oslo,Skøyen,PM10,2022-10-04T00:00:00+01:00,13.3170902778
Oslo,Skøyen,PM10,2022-10-05T00:00:00+01:00,7.4714224537
Oslo,Skøyen,PM10,2022-10-06T00:00:00+01:00,6.1687458333
Oslo,Skøyen,PM10,2022-10-07T00:00:00+01:00,11.1278997685
Oslo,Skøyen,PM10,2022-10-08T00:00:00+01:00,5.0743225695
Oslo,Skøyen,PM10,2022-10-09T00:00:00+01:00,6.4687912332
Oslo,Skøyen,PM10,2022-10-10T00:00:00+01:00,15.20155625
Oslo,Skøyen,PM10,2022-10-11T00:00:00+01:00,11.867644213
Oslo,Skøyen,PM10,2022-10-12T00:00:00+01:00,14.6108859954
Oslo,Skøyen,PM10,2022-10-13T00:00:00+01:00,11.5452543981
Oslo,Skøyen,PM10,2022-10-14T00:00:00+01:00,9.0496833333
Oslo,Skøyen,PM10,2022-10-15T00:00:00+01:00,7.5112951389
Oslo,Skøyen,PM10,2022-10-16T00:00:00+01:00,5.8685509768
Oslo,Skøyen,PM10,2022-10-17T00:00:00+01:00,9.1623583333
Oslo,Skøyen,PM10,2022-10-18T00:00:00+01:00,9.2786462963
Oslo,Skøyen,PM10,2022-10-19T00:00:00+01:00,17.5172123843
Oslo,Skøyen,PM10,2022-10-20T00:00:00+01:00,12.66298125
Oslo,Skøyen,PM10,2022-10-21T00:00:00+01:00,7.5206743056
Oslo,Skøyen,PM10,2022-10-22T00:00:00+01:00,17.9777460648
Oslo,Skøyen,PM10,2022-10-23T00:00:00+01:00,13.2406800725
Oslo,Skøyen,PM10,2022-10-24T00:00:00+01:00,2.5671793982
Oslo,Skøyen,PM10,2022-10-25T00:00:00+01:00,6.8001600694
Oslo,Skøyen,PM10,2022-10-26T00:00:00+01:00,11.8421803241
Oslo,Skøyen,PM10,2022-10-27T00:00:00+01:00,17.8372506944
Oslo,Skøyen,PM10,2022-10-28T00:00:00+01:00,13.1152642361
Oslo,Skøyen,PM10,2022-10-29T00:00:00+01:00,9.4872258102
Oslo,Skøyen,PM10,2022-10-30T00:00:00+01:00,18.2545280962
Oslo,Skøyen,PM10,2022-10-31T00:00:00+01:00,21.0781939815
Oslo,Skøyen,PM10,2022-11-01T00:00:00+01:00,10.960796412
Oslo,Skøyen,PM10,2022-11-02T00:00:00+01:00,11.9230028935
Oslo,Skøyen,PM10,2022-11-03T00:00:00+01:00,12.1750960648
Oslo,Skøyen,PM10,2022-11-04T00:00:00+01:00,11.8558398148
Oslo,Skøyen,PM10,2022-11-05T00:00:00+01:00,10.6906252315
Oslo,Skøyen,PM10,2022-11-06T00:00:00+01:00,7.8829457156
Oslo,Skøyen,PM10,2022-11-07T00:00:00+01:00,7.0714050926
Oslo,Skøyen,PM10,2022-11-08T00:00:00+01:00,10.083396875
Oslo,Skøyen,PM10,2022-11-09T00:00:00+01:00,14.0450666667
Oslo,Skøyen,PM10,2022-11-10T00:00:00+01:00,13.3721908565
Oslo,Skøyen,PM10,2022-11-11T00:00:00+01:00,10.1598608796
Oslo,Skøyen,PM10,2022-11-12T00:00:00+01:00,14.4058613426
Oslo,Skøyen,PM10,2022-11-13T00:00:00+01:00,15.1747841234
Oslo,Skøyen,PM10,2022-11-14T00:00:00+01:00,15.1470559028
Oslo,Skøyen,PM10,2022-11-15T00:00:00+01:00,5.5026163194
Oslo,Skøyen,PM10,2022-11-16T00:00:00+01:00,4.3613158565
Oslo,Skøyen,PM10,2022-11-17T00:00:00+01:00,5.1953936343
Oslo,Skøyen,PM10,2022-11-18T00:00:00+01:00,4.781878125
Oslo,Skøyen,PM10,2022-11-19T00:00:00+01:00,3.8563459491
Oslo,Skøyen,PM10,2022-11-20T00:00:00+01:00,3.7852824335
Oslo,Skøyen,PM10,2022-11-21T00:00:00+01:00,8.8428300926
Oslo,Skøyen,PM10,2022-11-22T00:00:00+01:00,7.250965625
Oslo,Skøyen,PM10,2022-11-23T00:00:00+01:00,4.6215494213
Oslo,Skøyen,PM10,2022-11-24T00:00:00+01:00,5.9721020833
Oslo,Skøyen,PM10,2022-11-25T00:00:00+01:00,8.4287303241
Oslo,Skøyen,PM10,2022-11-26T00:00:00+01:00,5.179312037
Oslo,Skøyen,PM10,2022-11-27T00:00:00+01:00,6.0598609224
Oslo,Skøyen,PM10,2022-11-28T00:00:00+01:00,5.2216775463
Oslo,Skøyen,PM10,2022-11-29T00:00:00+01:00,6.1778200232
Oslo,Skøyen,PM10,2022-11-30T00:00:00+01:00,14.0462195602
Oslo,Skøyen,PM10,2022-12-01T00:00:00+01:00,10.3309559028
Oslo,Skøyen,PM10,2022-12-02T00:00:00+01:00,8.3169141204
Oslo,Skøyen,PM10,2022-12-03T00:00:00+01:00,5.6805453704
Oslo,Skøyen,PM10,2022-12-04T00:00:00+01:00,5.8207699877
Oslo,Skøyen,PM10,2022-12-05T00:00:00+01:00,15.6773163194
Oslo,Skøyen,PM10,2022-12-06T00:00:00+01:00,46.9971930556
Oslo,Skøyen,PM10,2022-12-07T00:00:00+01:00,37.9997145833
Oslo,Skøyen,PM10,2022-12-08T00:00:00+01:00,15.5445135417
Oslo,Skøyen,PM10,2022-12-09T00:00:00+01:00,28.7750476852
Oslo,Skøyen,PM10,2022-12-10T00:00:00+01:00,27.2607773148
Oslo,Skøyen,PM10,2022-12-11T00:00:00+01:00,13.5863444391
Oslo,Skøyen,PM10,2022-12-12T00:00:00+01:00,20.8404652778
Oslo,Skøyen,PM10,2022-12-13T00:00:00+01:00,23.2233965278
Oslo,Skøyen,PM10,2022-12-14T00:00:00+01:00,37.5305553241
Oslo,Skøyen,PM10,2022-12-15T00:00:00+01:00,56.904559375
Oslo,Skøyen,PM10,2022-12-16T00:00:00+01:00,53.5594554398
Oslo,Skøyen,PM10,2022-12-17T00:00:00+01:00,34.426406713
Oslo,Skøyen,PM10,2022-12-18T00:00:00+01:00,42.1192654511
Oslo,Skøyen,PM10,2022-12-19T00:00:00+01:00,20.5544546296
Oslo,Skøyen,PM10,2022-12-20T00:00:00+01:00,15.8229528935
Oslo,Skøyen,PM10,2022-12-21T00:00:00+01:00,12.316703125
Oslo,Skøyen,PM10,2022-12-22T00:00:00+01:00,9.9774740741
Oslo,Skøyen,PM10,2022-12-23T00:00:00+01:00,18.0131451389
Oslo,Skøyen,PM10,2022-12-24T00:00:00+01:00,30.7795146991
Oslo,Skøyen,PM10,2022-12-25T00:00:00+01:00,13.9124542108
Oslo,Skøyen,PM10,2022-12-26T00:00:00+01:00,6.5320209491
Oslo,Skøyen,PM10,2022-12-27T00:00:00+01:00,11.366647338
Oslo,Skøyen,PM10,2022-12-28T00:00:00+01:00,3.7925329861
Oslo,Skøyen,PM10,2022-12-29T00:00:00+01:00,8.3300163194
Oslo,Skøyen,PM10,2022-12-30T00:00:00+01:00,8.5905736111
Oslo,Skøyen,PM10,2022-12-31T00:00:00+01:00,14.3365954861
Oslo,Skøyen,PM10,2023-01-01T00:00:00+01:00,43.0047063182
Oslo,Skøyen,PM10,2023-01-02T00:00:00+01:00,19.194609838
Oslo,Skøyen,PM10,2023-01-03T00:00:00+01:00,33.1745962963
Oslo,Skøyen,PM10,2023-01-04T00:00:00+01:00,5.416409375
Oslo,Skøyen,PM10,2023-01-05T00:00:00+01:00,4.7833949074
Oslo,Skøyen,PM10,2023-01-06T00:00:00+01:00,5.4590591435
Oslo,Skøyen,PM10,2023-01-07T00:00:00+01:00,8.8516755787
Oslo,Skøyen,PM10,2023-01-08T00:00:00+01:00,9.2222555482
Oslo,Skøyen,PM10,2023-01-09T00:00:00+01:00,6.9700980324
Oslo,Skøyen,PM10,2023-01-10T00:00:00+01:00,6.2553318287
Oslo,Skøyen,PM10,2023-01-11T00:00:00+01:00,9.5793731742
Oslo,Skøyen,PM10,2023-01-12T00:00:00+01:00,12.8012013889
Oslo,Skøyen,PM10,2023-01-13T00:00:00+01:00,8.4346146991
Oslo,Skøyen,PM10,2023-01-14T00:00:00+01:00,4.3838560185
Oslo,Skøyen,PM10,2023-01-15T00:00:00+01:00,5.1168132105
Oslo,Skøyen,PM10,2023-01-16T00:00:00+01:00,7.1865540509
Oslo,Skøyen,PM10,2023-01-17T00:00:00+01:00,5.2814329861
Oslo,Skøyen,PM10,2023-01-18T00:00:00+01:00,5.0493600694
Oslo,Skøyen,PM10,2023-01-19T00:00:00+01:00,10.9842550926
Oslo,Skøyen,PM10,2023-01-20T00:00:00+01:00,14.3574293981
Oslo,Skøyen,PM10,2023-01-21T00:00:00+01:00,21.7371612269
Oslo,Skøyen,PM10,2023-01-22T00:00:00+01:00,20.3783382674
Oslo,Skøyen,PM10,2023-01-23T00:00:00+01:00,17.6833094907
Oslo,Skøyen,PM10,2023-01-24T00:00:00+01:00,26.642052662
Oslo,Skøyen,PM10,2023-01-25T00:00:00+01:00,27.6008490741
Oslo,Skøyen,PM10,2023-01-26T00:00:00+01:00,13.5152481482
Oslo,Skøyen,PM10,2023-01-27T00:00:00+01:00,20.7747148148
Oslo,Skøyen,PM10,2023-01-28T00:00:00+01:00,32.9187866898
Oslo,Skøyen,PM10,2023-01-29T00:00:00+01:00,9.7730166516
Oslo,Skøyen,PM10,2023-01-30T00:00:00+01:00,12.991887037
Oslo,Skøyen,PM10,2023-01-31T00:00:00+01:00,16.3294523148
Oslo,Skøyen,PM10,2023-02-01T00:00:00+01:00,10.075994213
Oslo,Skøyen,PM10,2023-02-02T00:00:00+01:00,29.4007873843
Oslo,Skøyen,PM10,2023-02-03T00:00:00+01:00,5.3055701389
Oslo,Skøyen,PM10,2023-02-04T00:00:00+01:00,7.5719320602
Oslo,Skøyen,PM10,2023-02-05T00:00:00+01:00,15.8359783933
Oslo,Skøyen,PM10,2023-02-06T00:00:00+01:00,17.2211415509
Oslo,Skøyen,PM10,2023-02-07T00:00:00+01:00,12.6856287037
Oslo,Skøyen,PM10,2023-02-08T00:00:00+01:00,10.7097877315
Oslo,Skøyen,PM10,2023-02-09T00:00:00+01:00,13.8660730324
Oslo,Skøyen,PM10,2023-02-10T00:00:00+01:00,22.500118287
Oslo,Skøyen,PM10,2023-02-11T00:00:00+01:00,9.8844174769
Oslo,Skøyen,PM10,2023-02-12T00:00:00+01:00,26.2467480725
Oslo,Skøyen,PM10,2023-02-13T00:00:00+01:00,20.7960539352
Oslo,Skøyen,PM10,2023-02-14T00:00:00+01:00,14.27988125
Oslo,Skøyen,PM10,2023-02-15T00:00:00+01:00,20.4272657407
Oslo,Skøyen,PM10,2023-02-16T00:00:00+01:00,28.3462648148
Oslo,Skøyen,PM10,2023-02-17T00:00:00+01:00,6.7238685185
Oslo,Skøyen,PM10,2023-02-18T00:00:00+01:00,6.4522226852
Oslo,Skøyen,PM10,2023-02-19T00:00:00+01:00,24.918441088
Oslo,Skøyen,PM10,2023-02-20T00:00:00+01:00,9.710593287
Oslo,Skøyen,PM10,2023-02-21T00:00:00+01:00,9.7105854167
Oslo,Skøyen,PM10,2023-02-22T00:00:00+01:00,10.4409408565
Oslo,Skøyen,PM10,2023-02-23T00:00:00+01:00,7.7308462963
Oslo,Skøyen,PM10,2023-02-24T00:00:00+01:00,3.6490979167
Oslo,Skøyen,PM10,2023-02-25T00:00:00+01:00,4.8707717593
Oslo,Skøyen,PM10,2023-02-26T00:00:00+01:00,17.8026105862
Oslo,Skøyen,PM10,2023-02-27T00:00:00+01:00,18.4246759259
Oslo,Skøyen,PM10,2023-02-28T00:00:00+01:00,22.239215162
Oslo,Skøyen,PM10,2023-03-01T00:00:00+01:00,15.1825052083
Oslo,Skøyen,PM10,2023-03-02T00:00:00+01:00,23.5766061343
Oslo,Skøyen,PM10,2023-03-03T00:00:00+01:00,26.3120590278
Oslo,Skøyen,PM10,2023-03-04T00:00:00+01:00,20.0799549768
Oslo,Skøyen,PM10,2023-03-05T00:00:00+01:00,17.4450028039
Oslo,Skøyen,PM10,2023-03-06T00:00:00+01:00,34.8443554398
Oslo,Skøyen,PM10,2023-03-07T00:00:00+01:00,28.4600903935
Oslo,Skøyen,PM10,2023-03-08T00:00:00+01:00,39.7475762732
Oslo,Skøyen,PM10,2023-03-09T00:00:00+01:00,17.3086679398
Oslo,Skøyen,PM10,2023-03-10T00:00:00+01:00,36.9679959491
Oslo,Skøyen,PM10,2023-03-11T00:00:00+01:00,23.3615048611
Oslo,Skøyen,PM10,2023-03-12T00:00:00+01:00,13.4329765019
Oslo,Skøyen,PM10,2023-03-13T00:00:00+01:00,5.6851329861
Oslo,Skøyen,PM10,2023-03-14T00:00:00+01:00,7.6879054398
Oslo,Skøyen,PM10,2023-03-15T00:00:00+01:00,24.4037033565
Oslo,Skøyen,PM10,2023-03-16T00:00:00+01:00,20.7901981481
Oslo,Skøyen,PM10,2023-03-17T00:00:00+01:00,6.9246420139
Oslo,Skøyen,PM10,2023-03-18T00:00:00+01:00,9.7432390046
Oslo,Skøyen,PM10,2023-03-19T00:00:00+01:00,8.8221975159
Oslo,Skøyen,PM10,2023-03-20T00:00:00+01:00,6.3282336806
Oslo,Skøyen,PM10,2023-03-21T00:00:00+01:00,11.748925463
Oslo,Skøyen,PM10,2023-03-22T00:00:00+01:00,11.0987431713
Oslo,Skøyen,PM10,2023-03-23T00:00:00+01:00,12.3248649306
Oslo,Skøyen,PM10,2023-03-24T00:00:00+01:00,8.5740289352
Oslo,Skøyen,PM10,2023-03-25T00:00:00+01:00,3.6923140046
Oslo,Skøyen,PM10,2023-03-26T00:00:00+01:00,6.9444934228
Oslo,Skøyen,PM10,2023-03-27T00:00:00+01:00,17.3989069444
Oslo,Skøyen,PM10,2023-03-28T00:00:00+01:00,29.5176241898
Oslo,Skøyen,PM10,2023-03-29T00:00:00+01:00,6.9588594907
Oslo,Skøyen,PM10,2023-03-30T00:00:00+01:00,10.5179819444
Oslo,Skøyen,PM10,2023-03-31T00:00:00+01:00,16.9511719907
Oslo,Skøyen,PM10,2023-04-01T00:00:00+01:00,16.5164923611
Oslo,Skøyen,PM10,2023-04-02T00:00:00+01:00,17.3279199054
Oslo,Skøyen,PM10,2023-04-03T00:00:00+01:00,26.0134337963
Oslo,Skøyen,PM10,2023-04-04T00:00:00+01:00,26.3817783565
Oslo,Skøyen,PM10,2023-04-05T00:00:00+01:00,24.6434244213
Oslo,Skøyen,PM10,2023-04-06T00:00:00+01:00,3.8794628472
Oslo,Skøyen,PM10,2023-04-07T00:00:00+01:00,9.631625
Oslo,Skøyen,PM10,2023-04-08T00:00:00+01:00,12.2917666667
